,problem_id,student_avg_score,type
128,a2_5_virus,59.87261146496815,lab
129,a2_6_attack,38.732394366197184,lab
130,a2_6_combat,69.61538461538461,lab
131,a2_6_fastest,39.793103448275865,lab
132,a2_6_gameday,67.14285714285714,lab
133,a2_6_grades,71.95945945945945,lab
134,a2_6_highest_hp,39.80132450331126,lab
135,a2_6_lowest_defense,30.714285714285715,lab
136,a2_6_lowest_spec_attack,39.67741935483871,lab
137,a2_6_lowest_spec_def,40.76923076923077,lab
138,a2_6_network_traffic,63.888888888888886,lab
139,a2_6_traffic_lights,56.45161290322581,lab
140,a2_6_virus,65.15151515151516,lab
141,a2_7_attack,47.972972972972975,lab
142,a2_7_fastest,42.76315789473684,lab
143,a2_7_highest_hp,48.05194805194805,lab
144,a2_7_lowest_defense,40.229885057471265,lab
145,a2_7_lowest_spec_attack,33.92857142857143,lab
146,a3_1_afbs,71.2988047808765,skill
147,a3_1_cargo,68.80152671755725,skill
148,a3_1_commands,74.30388692579506,skill
149,a3_1_countries,69.12941176470588,skill
150,a3_1_light_aircraft,78.67088607594937,skill
151,a3_1_medals,69.65277777777777,skill
152,a3_2_cars,86.45484949832776,skill
153,a3_2_cities,89.70099667774086,skill
154,a3_2_departments,86.404833836858,skill
155,a3_2_grammys,90.3061224489796,skill
156,a3_2_jets,85.45454545454545,skill
157,a3_3_aircraft,85.57142857142857,skill
158,a3_3_animals,92.53658536585365,skill
159,a3_3_chars1,61.316901408450704,skill
160,a3_3_chars2,66.24812030075188,skill
161,a3_3_chars3,71.8258064516129,skill
162,a3_3_dogs,87.66666666666667,skill
163,a3_3_games,84.94054054054054,skill
164,a3_3_pizza,84.00568181818181,skill
165,a3_3_ships,88.58291457286433,skill
166,a3_4_ages,92.55474452554745,skill
167,a3_4_heights,95.37366548042705,skill
168,a3_4_ptscores,95.16014234875445,skill
169,a3_4_run,94.0080971659919,skill
170,a3_4_testscores,93.59375,skill
171,a3_4_weights,93.99239543726236,skill
172,a3_5_battleship,69.50354609929079,skill
173,a3_5_carnival,76.40449438202248,skill
174,a3_5_chess,66.02230483271376,skill
175,a3_5_connect,78.26589595375722,skill
176,a3_5_map,75.16014234875445,skill
177,a3_5_star_map,69.3103448275862,skill
178,a3_6_flighttest,64.96911196911196,lab
179,a3_6_missiletest,65.06167400881057,lab
180,a3_6_pushups,65.47430830039525,lab
181,a3_6_sami,60.86585365853659,lab
182,a3_6_situps,63.30409356725146,lab
183,a3_6_tests,62.19665271966527,lab
184,a3_7_max,44.0989010989011,lab
185,a3_7_max_lego,47.02479338842975,lab
186,a3_7_maxpower,41.56153846153846,lab
187,a3_7_min_lego,44.92490118577075,lab
188,a3_7_minpower,46.0965250965251,lab
189,a4_1_area,82.70967741935483,skill
190,a4_1_buoyancy,82.73809523809524,skill
191,a4_1_lift,71.54929577464789,skill
192,a4_2_dog,88.60759493670886,skill
193,a4_2_pt,89.17682926829268,skill
194,a4_2_sickness,91.38513513513513,skill
195,a4_3_aircraft,74.76821192052981,skill
196,a4_3_new_cars,73.91566265060241,skill
197,a4_3_parks,71.62179487179488,skill
198,a4_4_names,78.75,skill
199,a4_4_squadrons,71.48148148148148,skill
200,a4_4_year,66.4,skill
201,a4_5_areacode,50.34013605442177,skill
202,a4_5_password,53.9568345323741,skill
203,a4_5_translate,54.10958904109589,skill
204,a4_6_aft,46.30434782608695,lab
205,a4_6_flighthours,43.82113821138211,lab
206,a4_6_scores,47.51724137931034,lab
207,a4_7_fit_e,51.75879396984924,lab
208,a4_7_fit_u,48.4375,lab
209,caesar,94.99354838709678,project
210,caesar_gc,95.22172949002217,project
211,lsn10_asteroids,87.88321167883211,lab
212,lsn10_circle,98.13953488372093,lab
213,lsn10_distance,99.05882352941177,lab
214,lsn10_in_circle,95.63981042654028,lab
215,lsn10_skill1,97.49570815450643,skill
216,lsn10_skill2,97.96,skill
217,lsn11_asteroids,86.26865671641791,lab
218,lsn11_callme,97.03594080338266,lab
219,lsn11_circle,96.47651006711409,lab
220,lsn11_distance,96.64991624790619,lab
221,lsn11_imagesize,96.42082429501085,lab
222,lsn11_in_circle,92.35993208828523,lab
223,lsn11_skill1,97.69268985095813,skill
224,lsn11_skill2,96.6355206847361,skill
225,lsn11_skill3,98.64864864864865,skill
226,lsn11_triangle,98.59913793103448,lab
227,lsn12_asteroids,88.70813397129187,lab
228,lsn12_circle,95.6896551724138,lab
229,lsn12_distance,96.78111587982832,lab
230,lsn12_fastestcar,92.99295774647888,lab
231,lsn12_in_circle,92.43956043956044,lab
232,lsn12_listrange,95.88336192109777,lab
233,lsn12_pftscores,95.60067681895093,lab
234,lsn12_skill1,97.99148936170212,skill
235,lsn12_skill2,95.84221748400853,skill
236,lsn13_averagerun,96.02649006622516,lab
237,lsn13_cargocapacity,94.60176991150442,lab
238,lsn13_count,98.86899151743638,lab
239,lsn13_countby10s,87.39957716701903,lab
240,lsn13_dvc,76.37130801687763,lab
241,lsn13_skill1,99.21203438395415,skill
242,lsn13_skill2,98.27462257368799,skill
243,lsn13_squadrons,89.4578313253012,lab
244,lsn13_waittimes,90.9307875894988,lab
245,lsn14_class2017,97.01060752169721,lab
246,lsn14_coordinates,86.87854251012146,lab
247,lsn14_counting,94.6969696969697,lab
248,lsn14_football,96.96575342465754,lab
249,lsn14_printchars,93.2,lab
250,lsn14_skill1,97.90915645277578,skill
251,lsn14_skill2,98.21818181818182,skill
252,lsn14_timestable,97.953216374269,lab
253,lsn15_echo,91.69847328244275,lab
254,lsn15_runways,92.16269841269842,lab
255,lsn15_skill1,96.33401221995926,skill
256,lsn15_skill2,97.57231404958678,skill
257,lsn15_survivors_by_gender,90.13026052104209,lab
258,lsn15_titanicfares,73.79746835443038,lab
259,lsn15_titanicsurvivor,71.875,lab
260,lsn16_practice1,96.92307692307692,lab
261,lsn16_practice2,93.9922480620155,lab
262,lsn16_practice3,95.44554455445545,lab
263,lsn16_practice4,92.35474006116208,lab
264,lsn17_skill1,99.01960784313725,skill
265,lsn18_combinations,86.85446009389672,lab
266,lsn18_grades,90.9090909090909,lab
267,lsn18_names,96.09544468546638,lab
268,lsn18_namesreverse,88.81118881118881,lab
269,lsn18_randomcircles,99.61013645224172,lab
270,lsn18_simpledrawing,96.71844660194175,lab
271,lsn18_skill1,99.16918429003022,skill
272,lsn18_skill2,98.31021437578815,skill
273,lsn18_stamp,100.0,lab
274,lsn18_swimstats,89.66075388026607,lab
275,lsn18_triangle,100.0,lab
276,lsn19_100m,88.96941896024465,lab
277,lsn19_credit,87.70161290322581,lab
278,lsn19_golf,89.78260869565217,lab
279,lsn19_movies,77.42512077294685,lab
280,lsn19_population,96.8780487804878,lab
281,lsn19_skill1,97.79557589626239,skill
282,lsn19_skill2,95.31120331950207,skill
283,lsn1_helloworld,96.15639496355202,lab
284,lsn20_averagetraffic,82.85714285714286,lab
285,lsn20_lowvolume,93.37913741223672,lab
286,lsn20_popularnames,90.45287107258939,lab
287,lsn20_sat,90.67222222222222,lab
288,lsn20_skill1,95.99385088393544,skill
289,lsn20_unpopularnames,78.59183673469387,lab
290,lsn21_bouncingball,99.08675799086758,lab
291,lsn21_bouncingtriangle,99.71098265895954,lab
292,lsn21_randomcircles,100.0,lab
293,lsn21_simpledrawing,98.27868852459017,lab
294,lsn21_skill1,99.6360655737705,skill
295,lsn21_stamp,100.0,lab
296,lsn21_triangle,100.0,lab
297,lsn22_bouncingball,100.0,lab
298,lsn22_bouncingballs,100.0,lab
299,lsn22_bouncingtriangle,100.0,lab
300,lsn22_paint,99.52380952380952,lab
301,lsn22_skill1,99.4401913875598,skill
302,lsn22_soundboard,99.73544973544973,lab
303,lsn23_crashes,88.57142857142857,lab
304,lsn23_paint,100.0,lab
305,lsn23_skill1,98.24678111587983,skill
306,lsn23_skill2,92.21388367729831,skill
307,lsn23_soundboard,100.0,lab
308,lsn23_tokens,91.78030303030303,lab
309,lsn24_airspeed,87.98017348203221,lab
310,lsn24_education,80.18867924528301,lab
311,lsn24_mitches,86.96629213483146,lab
312,lsn24_nasa,77.28102189781022,lab
313,lsn24_starmap,92.51533742331289,lab
314,lsn25_contactlist,85.12962962962963,lab
315,lsn25_crashanalysis,93.02325581395348,lab
316,lsn25_crashes,94.5754716981132,lab
317,lsn25_midpoint,97.22222222222223,lab
318,lsn25_rectangle,80.60606060606061,lab
319,lsn25_skill1,98.30097087378641,skill
320,lsn25_skill2,96.44607843137256,skill
321,lsn25_tokens,93.16502463054188,lab
322,lsn26_calculus,91.71467391304348,lab
323,lsn26_percentile,95.06764705882352,lab
324,lsn26_plots,100.0,lab
325,lsn2_ascii,92.42424242424242,lab
326,lsn2_parking,96.72131147540983,lab
327,lsn2_printpractice,98.54929577464789,lab
328,lsn33_practice1,86.51142857142857,lab
329,lsn33_practice2,77.78472222222223,lab
330,lsn33_practice3,95.07168458781362,lab
331,lsn33_practice4,90.35714285714286,lab
332,lsn33_practice5,98.55072463768116,lab
333,lsn33_practice6,95.79335793357933,lab
334,lsn33_practice7,0.0,lab
335,lsn33_practice8,84.02730375426621,lab
336,lsn3_arrivaltime,99.31350114416476,lab
337,lsn3_girlscouts,95.52529182879377,lab
338,lsn3_madlib,95.17241379310344,lab
339,lsn3_pointspread,99.19354838709677,lab
340,lsn3_scoreaverage,97.77777777777777,lab
341,lsn3_skill1,99.75,skill
342,lsn3_skill2,94.91525423728814,skill
343,lsn4_arrivaltime,96.7687074829932,lab
344,lsn4_ascii,94.1919191919192,lab
345,lsn4_bit_representation,94.6078431372549,lab
346,lsn4_bits_to_bytes,98.00995024875621,lab
347,lsn4_bits_to_kmg,96.875,lab
348,lsn4_calories,98.5781990521327,lab
349,lsn4_girlscouts,84.91124260355029,lab
350,lsn4_madlib,92.3913043478261,lab
351,lsn4_math,99.13953488372093,lab
352,lsn4_parking,98.38709677419355,lab
353,lsn4_pointspread,97.70797962648557,lab
354,lsn4_printpractice,98.32112068965517,lab
355,lsn4_projectile,97.63593380614657,lab
356,lsn4_scoreaverage,98.01488833746899,lab
357,lsn4_skill1,96.67359667359668,skill
358,lsn4_skill2,96.12202688728024,skill
359,lsn4_temperature,95.16129032258064,lab
360,lsn5_arrivaltime,98.9247311827957,lab
361,lsn5_atmosphere,96.26739926739927,lab
362,lsn5_classyear,99.14351851851852,lab
363,lsn5_girlscouts,89.17525773195877,lab
364,lsn5_largest,98.28082191780823,lab
365,lsn5_madlib,92.91784702549575,lab
366,lsn5_pointspread,99.34782608695652,lab
367,lsn5_positive,99.84703196347031,lab
368,lsn5_scoreaverage,98.96640826873384,lab
369,lsn5_skill1,95.63212079615649,skill
370,lsn5_skill2,98.09027777777777,skill
371,lsn6_bit_representation,99.27797833935018,lab
372,lsn6_bits_to_bytes,98.58657243816255,lab
373,lsn6_bits_to_kmg,97.00374531835206,lab
374,lsn6_calories,98.92703862660944,lab
375,lsn6_fuel,99.59677419354838,lab
376,lsn6_lists,90.7,lab
377,lsn6_math,95.12711864406779,lab
378,lsn6_projectile,96.99570815450643,lab
379,lsn6_roundtrip,98.67832167832168,lab
380,lsn6_skill1,99.04787961696306,skill
381,lsn6_skill2,99.29698216735254,skill
382,lsn6_speeding,99.17647058823529,lab
383,lsn6_temperature,98.13432835820896,lab
384,lsn6_uod,98.46135831381733,lab
385,lsn7_atmosphere,98.21381578947368,lab
386,lsn7_classyear,99.15044247787611,lab
387,lsn7_largest,99.1858407079646,lab
388,lsn7_positive,98.61269146608315,lab
389,lsn7_randomcircles,94.67213114754098,lab
390,lsn7_simpledrawing,95.67669172932331,lab
391,lsn7_skill1,99.10544217687075,skill
392,lsn7_skill2,98.96324222431669,skill
393,lsn7_stamp,100.0,lab
394,lsn7_triangle,100.0,lab
395,lsn8_fuel,99.36170212765957,lab
396,lsn8_lists,88.6178861788618,lab
397,lsn8_practice1,99.3730407523511,lab
398,lsn8_practice2,98.21802935010483,lab
399,lsn8_practice3,98.01908801696713,lab
400,lsn8_practice4,94.24074074074075,lab
401,lsn8_roundtrip,97.18181818181819,lab
402,lsn8_skill1,98.8646288209607,skill
403,lsn8_skill2,98.90829694323143,skill
404,lsn8_speeding,98.8970588235294,lab
405,lsn8_uod,97.16919739696313,lab
406,lsn9_callme,96.77411764705883,lab
407,lsn9_imagesize,98.64532019704434,lab
408,lsn9_practice1,99.56709956709956,lab
409,lsn9_practice2,96.30434782608695,lab
410,lsn9_practice3,98.02844638949672,lab
411,lsn9_practice4,96.79510022271715,lab
412,lsn9_skill1,98.5,skill
413,lsn9_skill2,99.24242424242425,skill
414,lsn9_skill3,98.73737373737374,skill
415,lsn9_triangle,98.38308457711443,lab
416,pex1,96.86947368421053,project
417,pex3,0.0,project
